gene	recessive	dominant	adult_onset
PSMA1	0	0	0
PSMA6	0	0	0
RGS10	0	0	0
CHN2	0	0	0
DHCR7	1	1	0
PEX10	1	0	0
BUB1B	1	1	1
PKP2	0	1	1
UAP1	0	0	0
WNT9A	0	0	0
WNT9B	0	0	0
BRINP1	0	0	0
ASIC1	0	0	0
IGFBP7	1	0	0
CDC5L	0	0	0
HNRNPU	0	0	0
IMPG1	0	1	0
PPL	0	0	0
CLIC1	0	0	0
NRAP	0	0	0
UGCG	0	0	0
OCLN	1	0	0
PPP1R7	0	0	0
SLC30A3	0	0	0
EPB41L1	0	1	0
GDF1	1	1	0
PHF1	0	0	0
LECT2	0	0	0
SLCO1A2	0	0	0
GMDS	0	0	0
MLNR	0	0	0
GPR39	0	0	0
DLG4	0	0	0
BHMT	0	0	0
KLRB1	0	0	0
KLRC2	0	0	0
KLRC3	0	0	0
KLRC4	0	0	0
KLRD1	0	0	0
SAFB	0	0	0
MAPK9	0	0	0
MAPK10	0	1	0
MAPK11	0	0	0
MAPK13	0	0	0
DNMT3B	1	0	0
TNPO1	0	0	0
KLF9	0	0	0
KLF5	0	1	0
MAPK6	0	0	0
KCNS1	0	0	0
KCNS2	0	0	0
CETN3	0	0	0
RBBP9	0	1	0
CLDN4	0	0	0
CLDN3	0	0	0
CACNG2	1	1	0
EIF6	0	0	0
PLK3	0	0	0
AQP9	0	0	0
WRB	0	0	0
UBE2E1	0	0	0
RCAN1	0	0	0
FARSA	0	0	0
DOK1	0	0	0
LASP1	0	0	0
PSPN	0	0	0
RBBP4	0	0	0
RND3	0	0	0
PIK3CB	0	1	0
STXBP1	0	1	0
GPR19	0	0	0
TMOD2	0	0	0
VWA5A	0	0	0
REXO4	0	0	0
SMAD6	0	1	0
SMAD7	0	0	0
TRIP6	0	0	0
SDF2	0	0	0
FAAH	0	0	0
CITED2	0	1	0
BAAT	0	0	0
FOXS1	0	0	0
MARCKSL1	0	0	0
BCAR1	0	0	0
EVI5	0	0	0
RORC	1	0	0
E2F6	0	0	0
TADA3	0	0	0
TAF6L	0	0	0
SUPT3H	0	0	0
RAD51B	0	0	0
SAP18	0	0	0
PRMT1	0	0	0
ZFP37	0	0	0
NSD2	0	0	0
HEY1	0	0	0
RAD51D	0	0	0
TAF6	0	0	0
FANCG	0	0	0
CCL22	0	0	0
SGK1	0	0	0
EEF1A2	1	1	0
UBE2D1	0	0	0
UBE2D2	0	0	0
UBE2D3	0	0	0
TSNAX	0	0	0
FABP7	0	0	0
OFC2	0	1	0
ZNF217	0	0	0
BCAS1	0	0	0
ESRRG	0	0	0
KPNA4	0	0	0
TBCC	0	0	0
PDE8A	0	0	0
PDE9A	0	0	0
AQP7	1	0	1
MLX	0	0	0
GP2	0	0	0
PHC1	1	1	0
PHC2	0	0	0
SRPK2	0	0	0
AEBP1	0	0	0
KCNN1	0	0	0
KCNN3	0	0	0
MED6	0	0	0
NDUFS2	1	1	1
DRG2	0	0	0
PDE1C	0	0	0
PCDH7	0	0	0
CLK2	0	0	0
CLK3	0	0	0
NOG	0	1	0
LAIR1	0	0	0
LAIR2	0	0	0
UBE2V1	0	0	0
IER3	0	0	0
CUBN	1	0	0
SNCG	0	1	0
PPP1R3C	0	0	0
MRPL58	0	0	0
UBE2V2	0	0	0
TNPO2	0	0	0
NIPSNAP2	0	0	0
PAPSS2	1	0	0
CDH4	0	0	0
CDH6	0	0	0
CDH8	0	0	0
DYSF	1	1	1
DFNB17	1	0	0
SERF1A	0	0	0
HSPA1B	0	0	0
SCZD6	1	1	0
MAP2K7	0	0	0
TRRAP	0	0	0
CDH19	0	0	0
CDH17	0	0	0
B3GALT2	0	0	0
CDH18	0	0	0
AFG3L1P	0	0	0
MRPS12	0	1	0
E4F1	0	0	0
IKZF1	0	1	0
ARID1A	0	1	0
PICALM	0	1	0
PLAG1	0	0	0
FBP2	0	0	0
TLR2	1	1	0
TLR3	1	1	0
TLR4	0	0	0
TLR5	0	1	0
SNN	0	0	0
COLQ	1	0	0
IL16	0	0	0
LEFTY1	0	0	0
SPAG4	0	0	0
MNT	0	0	0
SUMO2	0	0	0
NSMAF	0	1	0
PLAGL1	0	0	0
RNF139	1	0	0
GPAA1	0	0	0
TXNL1	0	0	0
ABI1	0	0	0
AGPS	1	0	0
CPSF4	0	0	0
HAT1	0	0	0
GREM1	0	1	0
SNW1	0	1	0
ORC4	1	0	0
DCHS1	1	1	0
PCDHGB4	0	0	0
PCDHGA12	0	0	0
KIF1C	1	0	0
ENSA	0	0	0
TGOLN2	0	0	0
BDH1	0	0	0
UGT2B11	0	0	0
NR1I2	0	0	0
PLOD3	1	0	0
DUSP2	0	0	0
DUSP5	0	0	0
RAD51AP1	0	0	0
GPR17	0	0	0
AURKA	1	1	0
ZIC2	0	1	0
PAFAH1B3	0	0	0
ABCG1	0	0	0
CHEK1	0	0	0
CBX4	0	0	0
SLC6A12	0	0	0
ADPRH	0	0	0
HNRNPL	0	0	0
DARS	1	0	0
SLC31A1	0	0	0
ART3	0	0	0
SLC31A2	0	0	0
BAP1	0	1	0
UCHL3	0	0	0
USP12	0	0	0
DUSP11	0	0	0
B3GALT1	0	0	0
B3GALNT1	0	1	0
B3GALT4	0	0	0
ATP6V1C1	0	0	0
DFNB13	1	0	0
AGPAT1	0	0	0
AGPAT2	1	0	0
CPB2	0	0	0
CPD	0	0	0
CPN1	1	0	0
CPN2	0	0	0
CPZ	0	0	0
NNAT	0	0	0
TCF20	0	0	0
MAPRE1	0	0	0
SMAD3	0	1	0
SMAD5	0	1	0
SMARCE1	1	1	1
S100A12	0	1	0
PPP2R1B	1	0	0
S100A11	0	0	0
DHX9	0	0	0
CDH16	0	0	0
QSOX1	0	0	0
DOCK2	1	0	0
DOCK3	0	0	0
UBE2G2	0	0	0
TPST1	0	0	0
TPST2	0	0	0
GAS7	0	0	0
SIM1	1	1	0
LMO4	0	0	0
ATRN	0	0	0
PMPCB	0	0	0
ZNF189	0	0	0
CUL1	0	0	0
CUL2	0	0	0
CUL3	1	1	0
CUL4A	0	1	0
RAD17	0	1	0
PIP4K2A	0	0	0
PPFIBP1	0	0	0
PPFIBP2	0	0	0
PPFIA2	0	0	0
PPFIA3	0	0	0
PPFIA4	0	0	0
PSMD9	0	0	0
ATF3	0	0	0
IL17A	0	1	0
ATP5F1D	0	0	0
SEPT7	0	0	0
ATP5PF	0	0	0
RAD1	0	0	0
PNN	0	0	0
PTPN14	1	0	0
BPHL	0	0	0
PIK3R2	0	1	0
USP8	0	0	0
LRP3	0	0	0
ENTPD6	0	0	0
ENTPD3	0	0	0
ENTPD5	0	0	0
SCRG1	0	0	0
PEX3	1	0	0
MAP4K2	0	0	0
BAD	0	0	0
ULK1	0	1	0
CTSZ	0	0	0
TEAD3	0	0	0
NEDD8	0	0	0
UBA3	0	0	0
UBE2M	0	0	0
SCZD7	1	1	0
VAMP8	0	0	0
ALDH6A1	1	0	0
CA9	0	0	0
XPOT	0	0	0
ILF2	0	0	0
ILF3	0	0	0
RTN2	0	1	0
CDK8	0	1	0
NASP	0	0	0
DAXX	0	1	0
CETN1	0	0	0
STX5	0	0	0
PRMT3	0	0	0
CFAP410	0	0	0
ATP5MC1	0	0	0
ATP5MC2	0	0	0
GPR32	0	0	0
COCH	0	1	1
PNPLA6	1	0	0
CAVIN1	1	0	0
PATJ	0	0	0
RFXANK	1	0	0
ABCB11	1	0	0
LCT	1	0	0
CCNG2	0	0	0
MORC1	1	0	0
SCZD8	1	1	0
VTI1B	0	0	0
KCNJ13	1	1	1
CMAHP	0	0	0
JRK	0	0	0
JRKL	0	0	0
BFSP2	0	1	1
KIF22	0	1	0
ABCD4	1	0	0
NAPA	0	0	0
NAPG	0	0	0
STX7	0	0	0
KCNK2	0	0	0
KCNK3	0	1	0
MYP3	0	1	0
SNHG1	0	0	0
SNORD22	0	0	0
SNORD25	0	0	0
SNORD26	0	0	0
SNORD27	0	0	0
SNORD28	0	0	0
SNORD29	0	0	0
SNORD30	0	0	0
SNORD31	0	0	0
ZNF200	0	0	0
OR1F1	0	0	0
ABCC6	1	1	0
SELENOW	0	0	0
MVD	0	1	0
EPB41L2	0	0	0
SNHG3	0	0	0
SNORA73B	0	0	0
SLC22A18AS	0	0	0
LSAMP	0	0	0
CLEC2B	0	0	0
AMFR	0	0	0
HS3ST1	0	0	0
NKX2-8	0	0	0
GTF3C1	0	0	0
SLC27A2	0	0	0
BMPR1B	1	1	0
NIPSNAP1	0	0	0
FOXF2	0	0	0
CDK9	0	0	0
FOXL1	0	0	0
CST7	0	0	0
SMARCA4	0	1	0
NFX1	0	0	0
LRRFIP1	0	0	0
HLTF	0	0	0
IKBKB	1	1	0
BARX1	0	0	0
PIP4K2B	0	0	0
PAPSS1	0	0	0
CA12	1	0	0
RHBDL1	0	0	0
ARID3A	0	0	0
IDDM17	0	0	0
CAPN15	0	0	0
NDST2	0	0	0
SRSF8	0	0	0
ATP5PB	0	0	0
PTPN21	0	0	0
CNKSR1	0	0	0
TP63	1	1	0
PIP5K1A	0	0	0
RGS5	1	1	0
CHD4	0	0	0
ERDA1	0	0	0
OASL	0	0	0
ZNF204P	0	0	0
TRDN	1	1	0
KISS1	1	0	0
PNPO	1	0	0
KERA	1	1	0
DAPK3	0	0	0
SHANK2	0	0	0
BNIP1	0	0	0
BNIP2	0	0	0
BNIP3	0	1	0
MCM3AP	0	0	0
SMAD9	0	1	0
LAMTOR3	0	0	0
DYNC2H1	1	0	0
PPT2	0	0	0
TNFAIP2	0	0	0
KLF11	0	0	0
ADCY9	0	0	0
TNKS	0	0	0
IRAK2	0	1	0
KCNH1	0	1	0
TCF21	0	0	0
BFSP1	1	0	0
CTSV	0	0	0
CDK13	0	0	0
PDE5A	0	0	0
CDC7	0	0	0
BBOX1	0	0	0
ALG10	0	1	0
SLC27A5	0	0	0
NCS1	0	0	0
CMAS	0	0	0
PTPRQ	1	0	0
ANXA9	0	0	0
MMP23A	0	0	0
MMP23B	0	0	0
NDUFB6	0	0	0
GJB3	1	1	0
PPP1R9B	0	0	0
PPP1R3D	0	0	0
RANBP3	0	0	0
MSI1	0	0	0
DNAH9	0	0	0
DYNC1I2	0	0	0
DNAH1	0	0	0
DNAH2	0	0	0
DNAH3	0	0	0
DNAH5	1	0	0
DNAH6	0	0	0
DNAH8	0	0	0
DNAH11	1	0	0
DNAH12	0	0	0
DNAH14	0	0	0
SCZD2	1	1	0
RAE1	0	0	0
USO1	0	0	0
SLC4A4	1	0	0
NPAS1	0	0	0
NPAS2	0	0	0
HIF1A	0	0	0
EPAS1	0	1	0
OAS2	0	0	0
OAS3	0	0	0
BIRC5	0	1	0
SLC4A7	0	0	0
GBX1	0	0	0
MBTPS1	0	0	0
CD164	0	1	0
SERPINB7	1	1	0
NDUFA8	0	0	0
PEX16	1	0	0
TNFRSF6B	0	0	0
SH3GL3	0	0	0
CGGBP1	0	0	0
SRSF3	0	0	0
HIRIP3	0	0	0
TNFRSF25	0	1	0
CDK6	1	0	0
CDKN2C	0	0	0
UGDH	0	0	0
GLE1	1	1	0
TSHR	1	1	0
SMARCA5	0	0	0
SLC22A5	1	1	0
SAP30	0	0	0
IQGAP1	0	0	0
LIN7A	0	0	0
FLNB	1	1	0
MSH5	0	0	0
SYNGAP1	0	1	0
NAE1	0	1	0
PDE8B	0	1	1
BIK	0	0	0
SPAG1	1	0	0
ZNF282	0	0	0
CCN4	0	0	0
CCN5	0	0	0
CCN6	1	0	0
AP3B1	1	1	0
ACOX3	0	0	0
DHX15	0	0	0
ZNF169	0	0	0
DHX16	0	0	0
TRIM24	0	1	0
PABPC4	0	0	0
FZD1	0	0	0
FZD6	1	0	0
FZD7	0	0	0
CDC42BPA	0	0	0
TIAL1	0	0	0
TM7SF2	0	0	0
SCN9A	1	1	1
RPL21P1	0	0	0
RABIF	0	0	0
AKR7A2	0	0	0
SGTA	0	0	0
CALU	0	0	0
TMEFF1	0	0	0
PDLIM4	0	1	0
PRDM1	0	1	0
PRKRA	1	0	1
ARL1	0	1	0
PER2	0	1	0
PER3	0	1	0
ZNF207	0	0	0
ABCF1	0	0	0
ZNF202	0	0	0
EIF4H	0	0	0
CLIP2	0	0	0
ZNF143	0	0	0
PEA15	0	1	0
GPX5	0	0	0
ZNF205	0	0	0
YBX3	0	0	0
CDK17	0	0	0
CDKL1	0	0	0
CDKL2	0	0	0
VPS52	0	0	0
FUBP1	0	0	0
KHSRP	0	0	0
HRK	0	0	0
DAB1	1	0	0
RUVBL1	0	1	0
LDB2	0	0	0
LDB1	0	0	0
RIPK1	0	0	0
CRADD	1	0	0
RIPK2	0	1	0
DPH2	0	0	0
ELAVL3	0	0	0
CDK5R1	0	0	0
CDC16	0	0	0
CDC23	0	0	0
CDK10	0	0	0
CDC45	0	0	0
ELAVL1	0	0	0
ASS1	1	0	1
LATS1	0	0	0
RPS19	1	1	0
CHRD	0	0	0
CREBL2	0	0	0
BUD31	0	0	0
USP1	0	0	0
ECM2	0	0	0
PSMD13	0	0	0
BTRC	0	1	0
EIF4EBP3	0	0	0
PRC1	0	0	0
NFS1	0	0	0
USP4	0	0	0
MYH13	0	0	0
AAMP	0	0	0
CILP	0	0	0
WNT4	1	1	0
IGSF3	1	1	0
SLAMF1	0	0	0
KCNK5	0	0	0
URI1	0	0	0
AURKC	1	0	0
DYRK2	0	0	0
DYRK3	0	0	0
SMPD2	0	0	0
TNFRSF11A	1	1	0
TRADD	0	0	0
PARG	0	0	0
IFRD1	0	0	0
DPM1	1	0	0
CDC14A	1	0	0
CDC14B	0	0	0
LRP5	1	1	0
LRP6	1	1	0
MYOM1	0	0	0
MYOM2	0	0	0
RNGTT	0	0	0
RNMT	0	0	0
CSHL1	0	0	0
BCL10	1	1	0
TIA1	1	1	1
SMNDC1	0	0	0
SNRPB2	0	0	0
SNRPA1	0	0	0
SNRPC	0	0	0
RCBTB2	0	0	0
NMI	0	0	0
MTA1	0	0	0
DPH1	1	0	0
AP1S1	1	0	0
AP1G1	0	0	0
AP1G2	0	0	0
AP1M1	0	0	0
FUBP3	0	0	0
KCNQ4	1	1	0
KMO	0	0	0
CTSF	1	1	1
GABBR1	0	1	0
SNRPF	0	0	0
SNRPG	0	0	0
CCNK	0	0	0
MBD2	0	0	0
CDS1	0	0	0
CDS2	0	0	0
EYA4	0	1	0
HYAL2	0	0	0
SUPT4H1	0	0	0
MTMR2	1	0	0
MTMR3	0	0	0
MTMR4	0	0	0
SBF1	1	0	0
MTMR6	0	0	0
MTMR7	0	0	0
DPM2	1	0	0
GALNT4	0	0	0
PIAS1	0	0	0
PIAS2	0	0	0
SNORD73A	0	0	0
VNN1	0	1	0
VNN2	0	0	0
MBD3	0	0	0
MBD4	0	0	0
NME5	0	0	0
TRPM1	1	1	0
NOL4	0	0	0
OVGP1	0	0	0
RIOK3	0	0	0
PCDH8	0	0	0
PCDH9	0	0	0
TOP3B	0	0	0
DLG2	0	0	0
MADD	0	1	0
LARGE1	1	0	0
USP13	0	0	0
SLC7A7	1	0	0
TNFSF4	1	1	0
SOCS1	0	1	0
TNFSF10	0	0	0
CFLAR	0	0	0
PIK3C2A	0	0	0
PLA2G4C	0	0	0
PLA2G10	0	0	0
PLA2G6	1	0	1
AIMP1	1	0	0
RPS6KA4	0	1	0
RPS6KA5	0	0	0
CBR3	0	0	0
FPGT	0	0	0
UNC5C	1	0	0
TNFRSF10A	0	0	0
TNFRSF10B	1	0	0
TNFRSF10C	0	0	0
TNFRSF10D	0	0	0
RAD54L	1	1	0
RABEP1	0	0	0
SLC24A1	1	1	0
CDC20	0	0	0
FZR1	0	0	0
PSIP1	0	1	0
FOXH1	0	0	0
YARS	0	1	0
RPS2	0	0	0
LY6H	0	0	0
PCDH1	0	0	0
PCDHGC3	0	0	0
MSC	0	0	0
RPS5	0	0	0
RPS9	0	0	0
RPS10	0	0	0
RPS29	0	1	0
RPL5	0	1	0
SNORD21	0	0	0
RPL21	0	1	0
RPL27A	0	0	0
RPL28	0	0	0
ADAM17	1	0	0
ADAM19	0	0	0
SCO1	1	1	0
GATB	0	0	0
COX15	1	0	0
BCS1L	1	0	0
COX11	0	0	0
BBS5	1	0	0
TRPC4	0	0	0
TRPC6	0	1	0
SLC16A7	0	0	0
VAMP3	1	0	0
RPS7	0	1	0
GLP2R	0	0	0
RPS12	0	0	0
RPL17	0	0	0
RPL23	0	0	0
STC2	0	0	0
STX16	0	1	0
SLC25A12	1	0	0
SCAF11	0	0	0
CBFA2T2	0	0	0
PTCH2	0	1	0
RPS15A	0	0	0
RPS16	0	0	0
DFNB14	1	0	0
UBE2N	0	0	0
ATXN8OS	1	1	1
OTOF	1	1	0
RPS20	0	0	0
RPS23	0	0	0
LIPG	0	0	0
RPS28	0	1	0
RPL9	0	0	0
ALDH1A2	0	1	0
SLC33A1	1	1	0
GALR2	0	0	0
GALR3	0	0	0
ZFPM2	1	1	0
GUCY1B2	0	0	0
SEPT4	0	0	0
ALOX15B	0	0	0
GBF1	0	0	0
WNT11	0	0	0
ALOX5AP	1	1	0
RPS26	0	1	0
RPS27	0	0	0
RPL6	0	0	0
RPL26	0	1	0
ANGPT4	0	0	0
SEMA4F	0	0	0
MOCS1	1	0	0
MOCS2	1	0	0
ADAM22	0	0	0
ADAM23	0	0	0
CYP7B1	1	1	0
ADAM20	0	0	0
ADAM21	0	0	0
SIX3	0	1	0
GCM1	0	0	0
GCM2	1	1	0
ATP6V0B	0	0	0
CLDN1	1	0	0
BUB3	0	0	0
UBE2L3	1	0	0
ELP1	1	0	0
FGF17	0	1	0
FGF18	0	0	0
QARS	1	0	0
NUMB	0	0	0
SGPL1	0	0	0
SPHK1	0	0	0
CNOT8	0	0	0
CRY2	0	1	0
SLC43A1	0	0	0
IRF3	0	1	0
AOC3	0	0	0
BTF3P12	0	0	0
BTF3P13	0	0	0
ALOX12B	1	0	0
SLIT1	0	0	0
APOL1	1	0	0
SLIT3	0	0	0
SLIT2	0	0	0
TPD52L2	0	0	0
TRPM2	0	0	0
AQP8	0	0	0
S1PR4	0	0	0
SLC7A4	0	0	0
UBE4A	0	0	0
KIF3B	0	0	0
ZFYVE9	0	0	0
ABCG2	1	1	0
CCL18	0	0	0
GSTZ1	1	0	0
LHX2	0	0	0
HUS1	0	0	0
RAD9A	0	0	0
PRPSAP2	0	0	0
KIFC1	0	0	0
CDK5R2	0	0	0
STX10	0	0	0
MTIF2	0	0	0
KLK4	1	0	0
PPP1R12B	0	0	0
TCL1B	0	0	0
PPM1B	1	0	0
PPP1R10	0	0	0
DYNC1I1	0	0	0
COX5A	0	0	0
COX7C	0	0	0
CCNE2	0	0	0
CER1	0	0	0
CDYL	0	0	0
SNCAIP	0	0	0
RECQL4	1	1	0
RECQL5	0	0	0
CCL4L1	0	0	0
PTTG1IP	0	0	0
MPDZ	1	0	0
KCNF1	0	0	0
KCNG1	0	0	0
SLC23A1	0	0	0
SLC23A2	0	1	0
LITAF	0	1	0
KCNE2	0	1	0
CHST1	0	0	0
CHST2	0	0	0
CHST3	1	1	0
MED21	0	0	0
NMT2	0	0	0
DACH1	0	0	0
NEURL1	0	0	0
TGM5	1	0	0
MED13	0	0	0
THRAP3	0	0	0
MED17	1	0	0
BANF1	1	0	0
DCAF5	0	0	0
RBX1	0	0	0
KIF25	0	0	0
AXIN1	1	1	0
ASAP2	0	0	0
NRG2	1	0	0
SRA1	0	0	0
FFAR1	0	0	0
FFAR3	0	0	0
GPR42	0	0	0
FFAR2	0	0	0
GNE	1	1	1
HIC1	0	0	0
NR1H4	0	1	0
BCL2L11	0	1	0
PDZK1	0	0	0
NDUFA3	0	0	0
NDUFA4	0	0	0
NDUFA9	1	0	0
NDUFA10	1	0	0
NDUFAB1	0	0	0
NDUFB1	0	0	0
NDUFB2	0	0	0
NDUFB3	1	1	1
NDUFB4	0	0	0
NDUFB5	0	0	0
NDUFB7	0	0	0
NDUFB10	0	0	0
NDUFC1	0	0	0
NDUFC2	0	0	0
NDUFS3	1	1	1
NDUFS5	0	0	0
NDUFS6	1	1	1
NR2E1	0	0	0
DNM1L	0	1	0
PHOX2B	0	1	1
TSSC4	0	0	0
TSPAN32	0	0	0
RANBP9	0	0	0
CFM1	0	0	0
MKRN3	0	1	0
MKRN3-AS1	0	0	0
SLC25A13	1	0	1
SLC25A15	1	0	0
CCNT2	0	0	0
RNF7	0	0	0
CCS	1	0	0
GFPT2	0	0	0
PEX11A	0	0	0
PEX11B	1	0	0
RAB27A	1	1	0
RAB27B	0	0	0
CBFA2T3	0	0	0
BYSL	0	0	0
TROAP	0	0	0
PLAA	0	0	0
ANGPTL1	0	0	0
TNFSF8	0	0	0
ADAMTS4	0	0	0
SLC16A3	0	0	0
SLC16A4	0	0	0
SLC16A5	0	0	0
SLC16A6	0	0	0
NR1I3	0	0	0
BAG2	0	0	0
BAG3	0	1	1
BAG4	0	0	0
BAG5	0	0	0
ARTN	0	0	0
TIMELESS	0	0	0
KCNS3	0	0	0
SIRPB1	0	0	0
UBE2L6	0	0	0
FGF19	0	0	0
EFTUD2	1	1	0
TANK	0	0	0
RGS6	0	0	0
RGS11	0	0	0
MATN4	0	0	0
TNFSF18	0	0	0
ZNF85	0	0	0
ZNF174	0	0	0
ZPR1	0	0	0
ITM2B	0	1	0
TNFRSF18	0	0	0
CLCA1	0	0	0
EIF2S1	0	0	0
EIF2S2	1	0	0
EIF3J	0	0	0
EIF3I	0	0	0
EIF3H	0	0	0
EIF3G	0	0	0
EIF3F	0	0	0
EIF3D	0	0	0
EIF3C	0	0	0
EIF3B	0	0	0
STK10	0	0	0
CRYZL1	0	0	0
SUCLA2	1	0	0
SUCLG2	0	0	0
HABP2	0	1	0
SYNGR1	0	0	0
SYNGR2	0	0	0
SYNGR3	0	0	0
EIF4B	0	0	0
EIF4G3	0	0	0
GPHN	1	1	0
ATP6V0E1	0	0	0
CARM1	0	0	0
PSORS4	0	1	0
GDF11	0	0	0
RP1	1	1	0
KCNK6	0	0	0
KCNK7	0	0	0
SLC19A2	1	0	0
GYG1	1	0	0
CDO1	0	0	0
STX6	0	1	0
EIF2B5	1	0	1
HELLS	1	0	0
MTA2	0	0	0
NUP153	0	0	0
RAB29	0	0	0
NDST3	0	0	0
KCNMB1	0	1	0
DRG1	0	0	0
KCNJ14	0	0	0
ZW10	0	0	0
FMO2	0	0	0
FMO5	0	0	0
RFX4	0	0	0
CLDN16	1	0	0
CCIN	0	0	0
SEMA3A	0	1	0
RASGRP1	0	0	0
ITGA9	0	0	0
DFNA16	0	1	0
AKR1C3	0	0	0
SCN4A	1	1	0
POLH	1	0	0
TNFSF13B	0	0	0
PNMA2	0	0	0
ZNF91	0	0	0
ZNF43	0	0	0
ZNF90	0	0	0
ZNF92	0	0	0
ZNF93	0	0	0
ZNF208	0	0	0
ZSCAN12	0	0	0
ZNF98	0	0	0
ZNF99	0	0	0
ZNF100	0	0	0
ZNF101	0	0	0
ZNF737	0	0	0
ZNF107	0	0	0
ZNF112	0	0	0
ZNF114	0	0	0
AKAP9	0	0	0
ROCK2	0	1	0
CLCA2	0	0	0
PTPRZ2	0	0	0
BAIAP3	0	0	0
PNMA1	0	0	0
UNC119	0	1	0
SNORD20	0	0	0
B4GALT2	0	0	0
B4GALT3	0	0	0
B4GALT4	0	0	0
B4GALT5	0	0	0
B4GALT6	0	0	0
NUMBL	0	0	0
AGFG2	0	0	0
BSN	0	0	0
SLC5A6	0	0	0
AXIN2	1	1	0
GOSR1	0	0	0
GOSR2	1	0	0
SEC22C	0	0	0
SEC22B	0	0	0
PSMB7	0	0	0
SCD	0	0	0
EIF2AK3	1	0	0
ERN1	0	1	0
ERN2	0	0	0
CYLC2	0	0	0
CCNA1	0	0	0
RAB5C	0	0	0
HYAL3	0	0	0
OGA	0	0	0
RAD50	0	1	0
MPDU1	1	0	0
ITGA10	0	0	0
NEK2	1	0	0
NEK3	0	0	0
PRMT5	0	0	0
OXSR1	0	0	0
SLC22A13	0	0	0
SLC22A14	0	0	0
XYLB	0	0	0
DLEC1	1	1	0
EXOG	0	0	0
TNFSF15	0	1	0
BPNT1	0	0	0
ACAA1	0	0	0
IDI1	0	0	0
HS3ST2	0	0	0
HS3ST3A1	0	0	0
HS3ST3B1	0	0	0
HS3ST4	0	0	0
DFNB20	1	0	0
SEPT9	0	1	0
MED16	0	0	0
ITGA8	1	0	0
ATF4	0	1	0
CACNA1G	0	1	0
B3GALT5	0	0	0
RGS9	0	0	0
TPD52	0	0	0
TPD52L1	0	0	0
DGKB	0	0	0
DGKH	0	0	0
DGKI	0	1	0
ZNF131	0	0	0
ZNF132	0	0	0
ZNF133	0	0	0
ZNF134	0	0	0
ZNF135	0	0	0
ZNF136	0	0	0
ZNF137P	0	0	0
ZNF138	0	0	0
ZNF140	0	0	0
ZNF142	0	0	0
ZBTB17	0	0	0
ZNF154	0	0	0
ZNF155	0	0	0
CYP46A1	0	0	0
PPP1R17	0	1	0
HCST	0	0	0
DLG5	0	0	0
TTK	0	1	0
MAD2L2	0	0	0
EDAR	1	1	0
GRM6	1	0	0
UTS2	0	0	0
SUGT1	0	0	0
GRM2	0	0	0
GRM4	0	0	0
GRM7	0	0	0
GRM5	0	0	0
MYOT	1	1	1
GMFG	0	0	0
SYCP2	0	0	0
GPR52	0	0	0
GPR55	0	0	0
MAP7	0	0	0
HHLA1	0	0	0
ADGRG1	1	0	0
KCNAB3	0	0	0
SCEL	0	0	0
IL18BP	0	0	0
PLCB2	0	0	0
KCNQ1OT1	0	1	0
RASAL1	0	0	0
SLC12A4	0	0	0
PIGB	0	0	0
RNASEH1	1	0	1
RBBP8	1	1	0
SULT2B1	0	0	0
SVIL	0	0	0
TBX15	1	0	0
TCEA3	0	0	0
UTF1	0	0	0
ADAMTS13	1	0	0
NFE2L3	0	0	0
IL24	0	0	0
GPRC5A	0	0	0
DNAJB2	1	0	1
DIDO1	0	0	0
ARFGEF1	0	0	0
TYROBP	1	0	0
ESPL1	0	0	0
SLC7A9	1	1	0
SYT7	0	0	0
PTTG1	0	0	0
SLC13A2	0	0	0
SGCE	1	1	0
POLR2J	0	0	0
UBE2E3	0	0	0
OAZ2	0	0	0
NMUR1	0	0	0
LANCL1	0	0	0
SFRP1	0	1	0
SFRP2	0	0	0
SFRP5	0	0	0
SLC6A5	1	1	0
ITGB8	0	0	0
KISS1R	1	1	0
RPL3	0	0	0
ONECUT1	0	0	0
SLC25A11	0	0	0
RPL7	0	0	0
CTCF	0	1	0
PLSCR1	0	0	0
ALYREF	0	1	0
RPL15	0	1	0
RPL11	0	0	0
SOCS3	0	1	0
RPL8	0	0	0
RPL18A	0	0	0
RPL18	0	0	0
RPL24	0	0	0
RPL37	0	0	0
RPL38	0	0	0
IGDCC3	0	0	0
MBS3	0	1	0
CXCL14	0	0	0
SELENBP1	0	0	0
DNAJC4	0	0	0
SLC22A4	1	0	0
ZNF263	0	0	0
SLC27A3	0	0	0
SLC27A4	1	0	0
SLC27A6	0	0	0
MTHFS	0	0	0
RAB11B	0	0	0
RAB35	0	1	0
SIGLEC5	0	0	0
SNAP29	1	0	0
STX8	0	0	0
STX17	0	1	0
CPNE1	0	0	0
CPNE2	0	0	0
CPNE3	0	0	0
CPNE4	0	0	0
CPNE5	0	0	0
CRB1	1	1	0
PARN	1	1	1
KRIT1	0	1	0
ING2	0	0	0
SLC17A4	0	0	0
SLC34A2	1	0	0
ARPC1A	0	0	0
ACTR2	0	0	0
ACTR3	0	0	0
ARPC1B	0	0	0
ARPC2	0	0	0
ARPC3	0	0	0
ARPC4	0	0	0
ARPC5	0	0	0
ADAT1	0	0	0
PTTG2	0	0	0
ITGBL1	0	0	0
SLC7A8	0	0	0
CRLF1	1	0	0
SNAI1	0	0	0
PSPHP1	0	0	0
TLX2	0	0	0
CD2AP	0	0	0
