gene	recessive	dominant	adult_onset
CYP2S1	0	0	0
NLN	0	0	0
EMG1	1	0	0
NOL6	0	0	0
NOL7	0	0	0
NOL8	0	0	0
CTNNBL1	0	0	0
OR7D4	0	0	0
FOXD3	0	1	0
SGIP1	0	0	0
SNX27	0	0	0
ARSB	1	1	0
CYP4F8	0	0	0
ELOVL6	0	1	0
NALCN	1	1	0
NCR3	0	0	0
FBLN7	0	0	0
NAPRT	0	0	0
UPK1A	0	0	0
UPK2	0	0	0
UPK3A	0	1	0
SEPT12	0	1	0
SEPT7P2	0	0	0
BANP	0	0	0
KIAA1109	0	0	0
PRPS1L1	0	0	0
MACROD2	0	0	0
SYBU	0	0	0
CKAP2	0	0	0
FBP1	1	0	0
OTSC4	0	1	0
OTSC7	0	1	0
SGMS1	0	0	0
SGMS2	0	0	0
SAMD8	0	0	0
MIR10B	0	0	0
KDM6B	0	0	0
FRRS1	0	0	0
TMEM114	0	0	0
EDDM3A	0	0	0
EDDM3B	0	0	0
ARID5A	0	0	0
TESC	0	0	0
C1QL1	0	0	0
ARHGAP19	0	0	0
PNPLA5	0	0	0
PPBPP2	0	0	0
FARS2	1	0	0
SMR3B	0	0	0
USP39	0	0	0
TXNL4A	1	1	0
DHRS4	0	0	0
MIR206	0	0	0
RIMS3	0	0	0
RIMS4	0	0	0
RIMBP2	0	0	0
ERLIN1	1	0	0
ERLIN2	1	0	0
MIR96	0	1	0
MIR182	0	0	0
MIR183	0	0	0
SIPA1L2	0	0	0
PGM2L1	0	0	0
SCAPER	0	0	0
THTPA	0	0	0
KDELC1	0	0	0
UTP3	0	0	0
NADK	0	0	0
EFHD1	0	0	0
MIR877	0	0	0
MIR1224	0	0	0
MIR1225	0	0	0
IQCJ	0	0	0
NECAP1	1	0	0
NECAP2	0	0	0
GID8	0	0	0
MPHOSPH8	0	0	0
FAM57A	0	0	0
NAV1	0	0	0
NAV3	0	0	0
UBIAD1	0	1	0
RTF1	0	0	0
NEUROD4	0	0	0
NAALAD2	0	0	0
ZGLP1	0	0	0
FANK1	0	0	0
HEPN1	0	0	0
HEPACAM	1	1	0
ZKSCAN4	0	0	0
CXXC4	0	0	0
SPHKAP	0	0	0
ARV1	0	0	0
PPIP5K2	0	0	0
MINDY3	0	0	0
PLA2G3	0	0	0
PLA2G12A	0	0	0
PLA2G12B	0	0	0
CSPP1	1	0	0
PGAP1	1	0	0
SIKE1	0	0	0
SPSB1	0	0	0
SPSB2	0	0	0
SPSB3	0	0	0
SPSB4	0	0	0
DBF4B	0	0	0
EGOT	0	0	0
TBC1D20	1	0	0
DDX54	0	0	0
PLPP6	0	0	0
SPATS2	0	0	0
CORO7	0	0	0
TRMT1	0	0	0
ISYNA1	0	0	0
PIGZ	0	0	0
SLC46A1	1	0	0
TRMT1L	0	0	0
XKR3	0	0	0
KIAA0513	0	0	0
PDCL2	0	0	0
OR13G1	0	0	0
PDCL3	0	0	0
FBXW10	0	0	0
C1orf116	0	0	0
ADAMTS20	0	0	0
LPAL2	0	0	0
FN3KRP	0	0	0
SART3	0	1	0
RNF8	0	0	0
CASD1	0	0	0
KHDC3L	1	0	0
KHDC1	0	0	0
OOEP	0	0	0
PRRG4	0	0	0
SVEP1	0	0	0
ZBTB34	0	0	0
CLMP	1	0	0
TTBK2	0	1	0
SLC22A20P	0	0	0
SLC22A23	0	0	0
SLC22A24	0	0	0
SVOP	0	0	0
SVOPL	0	0	0
SPNS3	0	0	0
ZNF436	0	0	0
TMPRSS11A	0	0	0
MPZL3	1	0	0
MIR431	0	0	0
MIR127	0	0	0
MIR136	0	0	0
MIR433	0	0	0
HIPK4	0	0	0
TCTEX1D4	0	0	0
GAPVD1	0	0	0
SRD5A3	1	0	0
ATP6V0A2	1	1	0
IRF2BPL	0	0	0
LINC00114	0	0	0
KCTD7	1	0	0
FAM163A	0	0	0
PRR5L	0	0	0
KLC2	1	0	0
EPB41L5	0	0	0
APC	1	1	0
MBOAT1	0	0	0
WDR77	0	0	0
CDCP1	0	0	0
GREB1	0	0	0
SEPT10	0	0	0
BCO2	0	0	0
ASIC3	0	0	0
PLEKHG6	0	0	0
OTUD4	0	0	0
VCPIP1	0	0	0
SCUBE1	0	0	0
SCUBE2	0	0	0
OTUD7B	0	0	0
ZRANB1	0	0	0
SYNC	0	0	0
THUMPD2	0	0	0
C2orf40	0	0	0
VMP1	0	0	0
AADAT	0	0	0
ROPN1L	0	0	0
ROPN1	0	0	0
OTUD3	0	0	0
STARD3NL	0	0	0
PCDH17	0	0	0
LMF1	1	0	0
LBH	0	0	0
CNFN	0	0	0
ASPRV1	0	0	0
MTFMT	1	0	0
MIR126	0	0	0
MIR335	0	0	0
MIR128-2	0	0	0
NKX2-6	1	0	0
NUF2	0	0	0
MIR128-1	0	0	0
NDUFAF4	1	1	1
GPD1L	0	1	0
FSCB	0	0	0
PHRF1	0	0	0
PRDM14	0	0	0
DSCAML1	0	0	0
GTF3C6	0	0	0
ABCB5	0	0	0
MEMO1	0	0	0
CMPK2	0	0	0
SLC9B2	0	0	0
MYRIP	0	0	0
PTCHD3	0	0	0
ZCCHC4	0	0	0
LSM12	0	0	0
MIR369	0	0	0
MIR145	0	0	0
SCG3	0	0	0
UQCC1	0	0	0
EFR3A	0	0	0
LCORL	0	0	0
THADA	0	0	0
PGAP3	1	0	0
MIEN1	0	0	0
ITFG1	0	0	0
ELOVL5	0	1	1
AS3MT	0	0	0
TIPRL	0	0	0
USHBP1	0	0	0
ZNF333	0	0	0
ELOVL1	0	0	0
ELOVL2	0	0	0
ELOVL3	0	0	0
KLRK1	0	0	0
MRPL1	0	0	0
MRPL2	0	0	0
MRPL4	0	0	0
MRPL9	0	0	0
MRPL10	0	0	0
MRPL11	0	0	0
MRPL14	0	0	0
MRPL15	0	0	0
MRPL16	0	0	0
MRPL17	0	0	0
MRPL18	0	0	0
MRPL19	0	0	0
MRPL20	0	0	0
MRPL21	0	0	0
MRPL22	0	0	0
MRPL24	0	0	0
MRPL27	0	0	0
MRPL30	0	0	0
MRPL32	0	0	0
MRPL34	0	0	0
MRPL35	0	0	0
MRPL36	0	0	0
MRPL37	0	0	0
MRPL38	0	0	0
MRPL39	0	0	0
MRPL41	0	0	0
MRPL42	0	0	0
MRPL43	0	0	0
MRPL44	1	0	0
MRPL45	0	0	0
MRPL46	0	0	0
MRPL47	0	0	0
MRPL48	0	0	0
MRPL50	0	0	0
MRPL51	0	0	0
MRPL52	0	0	0
MRPL53	0	0	0
MRPL54	0	0	0
MRPL55	0	0	0
ADPGK	0	0	0
ARMC10	0	0	0
L3MBTL2	0	0	0
RBP5	0	0	0
RABEP2	0	0	0
CNTLN	0	0	0
RMDN1	0	0	0
RMDN2	0	0	0
RMDN3	0	0	0
NENF	0	0	0
BAIAP2L1	0	0	0
PNRC2	0	0	0
BCCIP	0	0	0
SHARPIN	0	0	0
UPK3B	0	0	0
ERF	0	1	0
S100PBP	0	0	0
PLEKHG2	1	0	0
MIR140	0	0	0
RTL1	0	0	0
ENGASE	0	0	0
MIR203A	0	0	0
MPPE1	0	0	0
VWA1	0	0	0
CCDC136	0	0	0
ZNF649	0	0	0
PLET1	0	0	0
FNDC4	0	0	0
FNDC5	0	0	0
RFT1	1	0	0
FNDC3B	0	0	0
SLC16A12	0	1	0
ISCU	1	1	0
NUCKS1	0	0	0
TSC22D4	0	0	0
VOPP1	0	0	0
COL6A5	0	0	0
KDM8	0	0	0
RIOX1	0	0	0
GJB7	0	0	0
GJD4	0	0	0
GJA9	0	0	0
GJA10	0	0	0
GJC3	0	1	0
FAM83H	1	1	0
ISG20L2	0	0	0
PPM1L	0	1	0
CISD1	0	0	0
CISD3	0	0	0
MMADHC	1	0	0
IGHD3-3	0	0	0
IGHV3-23	0	0	0
MBOAT4	0	0	0
ATAD2	0	0	0
SPG37	0	1	0
UBXN6	0	0	0
NLRX1	0	0	0
MBOAT2	0	0	0
LPCAT3	0	0	0
B9D2	1	0	0
VPS28	0	0	0
MIR373	0	0	0
C3orf52	0	0	0
MIR378A	0	0	0
CYB5B	0	0	0
THOC7	0	0	0
TRAPPC9	1	0	0
KLHL8	0	0	0
CSTF2T	0	0	0
MOB2	0	0	0
NIFK	0	0	0
MRPS2	0	0	0
MRPS5	0	0	0
MRPS6	0	0	0
MRPS7	0	0	0
MRPS9	0	0	0
MRPS10	0	0	0
MRPS11	0	0	0
MRPS14	0	0	0
MRPS15	0	0	0
MRPS17	0	0	0
MRPS18A	0	0	0
MRPS18B	0	0	0
MRPS18C	0	0	0
MRPS21	0	0	0
MRPS23	0	0	0
MRPS24	0	0	0
MRPS25	0	0	0
MRPS26	0	0	0
MRPS27	0	0	0
MRPS28	0	0	0
MRPS30	0	0	0
MRPS31	0	0	0
MRPS33	0	0	0
MRPS34	0	0	0
MRPS35	0	0	0
MRPS36	0	0	0
MRPL57	0	0	0
CREB3L3	0	0	0
RAB11FIP4	0	0	0
TRIM66	0	0	0
DEPDC1	0	0	0
GIGYF2	0	1	0
ZFYVE26	1	1	0
CC2D2A	1	0	0
TTC21B	1	1	0
ISX	0	0	0
OTUD6B	0	0	0
OTUD1	0	0	0
YOD1	0	0	0
OTUD7A	0	0	0
IYD	1	1	0
LARP7	1	0	0
GRASP	0	0	0
FITM1	0	0	0
FITM2	0	0	0
INHBE	0	0	0
DPY30	0	0	0
PAGR1	0	0	0
APC2	0	0	0
AARS2	1	0	0
PARS2	0	0	0
MUL1	0	0	0
TMED4	0	0	0
LPCAT4	0	0	0
LPCAT2	0	0	0
RNF212	0	0	0
MIR371A	0	0	0
MIR372	0	0	0
C1QTNF3	0	0	0
E2F7	0	0	0
E2F8	0	0	0
TMEM43	0	1	1
RIOX2	0	0	0
NDFIP1	0	0	0
BEAN1	0	1	1
ZFP36L2	0	0	0
CNOT9	0	0	0
RPS27L	0	0	0
GET4	0	0	0
SAPCD2	0	0	0
SAMM50	0	0	0
LARP1	0	0	0
ZNRF1	0	0	0
ZNRF2	0	0	0
ZNRF3	0	0	0
ZNRF4	0	0	0
GIGYF1	0	0	0
PARP9	0	0	0
PARP15	0	0	0
PIRT	0	0	0
MIR144	0	0	0
MIR451A	0	0	0
MIF4GD	0	0	0
RBM28	1	0	0
MIR22	0	0	0
ZNF469	1	1	0
UQCRQ	1	0	0
IL34	0	0	0
CIC	0	0	0
SLC51A	0	0	0
SLC51B	0	0	0
HMSD	0	0	0
CLEC2A	0	0	0
CLEC12A	0	0	0
MIR200A	0	0	0
MIR200B	0	0	0
MIR200C	0	0	0
MIR141	0	0	0
MIR429	0	0	0
OTSC8	0	1	0
PI4K2B	0	1	0
MIRLET7G	0	0	0
NABP1	0	0	0
NABP2	0	0	0
KLLN	0	0	0
ZBTB40	0	0	0
SLC17A9	0	1	0
TNFAIP8	0	0	0
TNFAIP8L2	0	0	0
ARHGEF3	0	0	0
USP22	0	0	0
MIR143	0	0	0
IQSEC3	0	0	0
CIDEC	1	1	0
PNPLA1	1	0	0
PNPLA7	0	0	0
PNPLA8	1	0	0
SERTAD3	0	0	0
HSD17B13	0	0	0
RASL10B	0	0	0
IDO2	0	0	0
DHRS9	0	0	0
NFE4	0	1	0
GLCE	0	0	0
CABYR	0	0	0
ECHDC1	0	0	0
RNF146	0	0	0
PREX2	0	1	0
SEPT14	0	0	0
EPB41L4A	0	0	0
MIRLET7A2	0	0	0
MIRLET7A3	0	0	0
MIRLET7C	0	0	0
MIRLET7D	0	0	0
MIRLET7F1	0	0	0
MYLK3	0	0	0
MIRLET7I	0	0	0
RBFOX2	0	1	0
MIR25	0	0	0
MIR26A1	0	0	0
MIR26B	0	0	0
MIR27A	0	0	0
MIR28	0	0	0
MIR31	0	0	0
MIR33A	0	0	0
SENP1	0	0	0
RPH3A	0	0	0
TPCN2	0	0	0
RP29	1	0	0
SLC39A2	0	0	0
WDR48	0	0	0
SLC39A3	0	0	0
FCGR2C	0	1	0
MUC19	0	0	0
RPRM	0	0	0
DDX23	0	0	0
SPAG16	0	0	0
CAB39	0	0	0
CAB39L	0	0	0
MYSM1	0	0	0
RN7SL1	0	0	0
HENMT1	0	0	0
RN7SL2	0	0	0
RN7SL3	0	0	0
MUC13	0	0	0
NAT2	1	0	0
GPR176	0	0	0
CASKIN1	0	0	0
CASKIN2	0	0	0
DMXL2	1	0	0
SLC48A1	0	0	0
VPS39	0	1	0
PBLD	0	0	0
MLST8	0	0	0
MSMP	0	0	0
ZFP57	0	0	0
CMYA5	0	0	0
RRAGA	0	0	0
ABHD1	0	0	0
ABHD2	0	0	0
ABHD3	0	0	0
DIPK2A	0	0	0
SOX7	0	0	0
NAP1L5	0	0	0
ATG9A	0	0	0
ATG9B	0	0	0
FJX1	0	0	0
GOLPH3	0	0	0
GOLPH3L	0	0	0
MSGN1	0	0	0
HULC	0	0	0
TRARG1	0	0	0
PLGLA	0	0	0
BSPH1	0	0	0
RGL4	0	0	0
SNHG6	0	0	0
SNORD87	0	0	0
C6orf106	0	0	0
ZBTB38	0	0	0
B4GALNT3	0	0	0
GALNS	1	0	0
CALHM1	0	0	0
CALHM2	0	0	0
ERGIC2	0	0	0
ADGRG6	1	0	0
CD302	0	0	0
ZNF627	0	0	0
THSD7A	0	0	0
GPR161	0	0	0
CLEC9A	0	0	0
MAST1	0	0	0
MAST2	0	0	0
MAST3	0	0	0
MRC2	0	0	0
FAM120A	0	0	0
FAM120B	0	0	0
TTLL5	1	0	1
CDCA4	0	0	0
GGNBP2	0	0	0
YRDC	0	0	0
ADAMTSL2	1	1	0
FUCA1	1	0	0
ZNF804A	0	0	0
PROC	1	1	0
DEPDC7	0	0	0
ARL14EP	0	0	0
LINC00294	0	0	0
KIAA1549L	0	0	0
TRIM44	0	0	0
COMMD9	0	0	0
ADGRA1	0	0	0
ADGRA3	0	0	0
ADGRE4P	0	0	0
ADGRG7	0	0	0
ZBTB4	0	0	0
F5	1	1	1
GSTO2	0	0	0
KRT6C	0	1	0
ATAD3A	0	0	0
ATAD3B	0	0	0
CDCP2	0	0	0
FASTKD2	1	0	0
IMMP1L	0	0	0
CCDC34	0	0	0
ICK	1	0	0
TCF25	0	0	0
MANEA	0	0	0
CCDC73	0	0	0
MIR30A	0	0	0
MIR610	0	0	0
LIN7B	0	0	0
LIN7C	0	0	0
PDCD11	0	0	0
NAPEPLD	0	0	0
SPG38	0	1	0
GGTLC1	0	0	0
GGTLC2	0	0	0
GGTLC3	0	0	0
GGT6	0	0	0
GGT7	0	0	0
ZNF385B	0	0	0
GGT1	0	0	0
PAH	1	1	1
FOXI3	0	0	0
STAMBPL1	0	0	0
MICALCL	0	0	0
KNG1	1	0	0
NDUFAF5	1	1	1
SLC29A3	1	0	0
TMEM173	0	1	0
AIDA	0	0	0
COMMD6	0	0	0
MED10	0	0	0
MED11	0	0	0
MED18	0	0	0
MED19	0	0	0
FECH	1	1	0
NDUFAF6	1	0	0
WHAMM	0	0	0
CHKB	1	0	0
ALLC	0	0	0
COL6A4P1	0	0	0
RAB21	0	0	0
TLE6	1	0	0
ALS2CL	0	0	0
RASL11A	0	0	0
RASL11B	0	0	0
ARL9	0	0	0
DYT17	1	0	0
RGS21	0	0	0
PSPC1	0	0	0
RBM14	0	0	0
PSORS10	0	0	0
FAT4	1	0	0
SPATC1L	0	0	0
RBM7	0	0	0
LRTOMT	1	0	0
RAB24	0	1	0
TMEM70	1	0	0
CILP2	0	0	0
AFAP1L2	0	0	0
EYS	1	0	0
SGO2	0	0	0
RMI2	0	0	0
RBM25	0	0	0
RBM38	0	0	0
ZNF300	0	0	0
RBM22	0	0	0
WIPF3	0	0	0
DFNB45	1	1	0
CRISPLD2	0	0	0
SLCO3A1	0	0	0
SLCO4A1	0	0	0
ARFGAP3	0	0	0
MGAT5B	0	0	0
SEC22A	0	0	0
GEN1	0	0	0
HBS1L	0	0	0
RNF114	0	0	0
KANSL1	0	1	0
MEGF10	1	0	0
MEGF11	0	0	0
SLC5A12	0	0	0
APOLD1	0	0	0
ARID3B	0	0	0
ACTL6B	0	0	0
ARC	0	0	0
ARRDC3	0	0	0
TBC1D4	0	1	0
GBP4	0	0	0
GBP6	0	0	0
GBP7	0	0	0
BATF3	0	0	0
AGXT2	0	0	0
METTL3	0	0	0
PEBP4	0	0	0
BATF	0	0	0
IQCG	0	0	0
NECAB3	0	0	0
TIPARP	0	0	0
PARP12	0	0	0
RNF43	0	0	0
FAT3	0	0	0
RNASE7	0	0	0
RNASE8	0	0	0
DCHS2	0	0	0
RNF31	0	0	0
RNF38	0	0	0
RNF24	0	0	0
RNF181	0	0	0
APIP	0	0	0
USP30	0	0	0
CNPY1	0	0	0
ARHGEF10L	0	0	0
UBE3D	0	0	0
ARHGEF19	0	0	0
NSA2	0	0	0
ADSSL1	0	0	0
DIMT1	0	0	0
DDX52	0	0	0
UBE2Q2	0	0	0
COLEC11	1	1	0
ABCA5	0	1	0
ABCA6	0	0	0
ABCA8	0	0	0
UBE2R2	0	0	0
ABCA9	0	0	0
ABCA10	0	0	0
ABCC10	0	0	0
ABCF2	0	0	0
MIR101-1	0	0	0
MIR101-2	0	0	0
DCAF17	1	0	1
UACA	0	0	0
DNAAF2	0	0	0
SLC35D3	1	0	0
IQCH	0	0	0
RPP21	0	0	0
THAP2	0	0	0
THAP3	0	0	0
THAP4	0	0	0
THAP5	0	0	0
THAP6	0	0	0
THAP8	0	0	0
THAP9	0	0	0
THAP10	0	0	0
USP36	0	0	0
ABLIM2	0	0	0
ABHD11-AS1	0	0	0
METTL27	0	0	0
TMEM270	0	0	0
TRIM50	0	0	0
TRIM73	0	0	0
TRIM74	0	0	0
ZBED4	0	0	0
MIR370	0	0	0
MYP16	0	1	0
TXNDC9	0	0	0
RAB1B	0	0	0
SPIC	0	0	0
CCAR1	0	0	0
FBN2	0	1	0
SPNS1	0	0	0
SPNS2	0	0	0
CLPTM1L	0	0	0
BCLAF1	0	0	0
CRTAM	0	0	0
RNF11	0	1	0
MRM3	0	0	0
RFPL4A	0	0	0
RBM15B	0	0	0
LCE1A	0	0	0
LCE1B	0	0	0
LCE1C	0	0	0
LCE1D	0	0	0
LCE1E	0	0	0
LCE1F	0	0	0
LCE2A	0	0	0
LCE2B	0	0	0
LCE2C	0	0	0
LCE2D	0	0	0
LCE3A	0	0	0
LCE3B	0	0	0
LCE3C	0	0	0
LCE3D	0	0	0
LCE3E	0	0	0
LCE4A	0	0	0
LCE5A	0	0	0
RASSF6	0	0	0
LMBRD1	1	0	0
USH1H	1	0	0
UNC80	1	0	0
NDUFA11	1	1	1
TBATA	0	0	0
ANK1	1	1	0
DFNA59	1	1	0
MACC1	0	0	0
RSPH4A	0	0	0
RSPH9	0	0	0
TCHP	0	0	0
TBC1D7	1	0	0
TJAP1	0	0	0
RFX6	1	0	1
RFX7	0	0	0
WRAP53	1	0	0
TBC1D15	0	0	0
TIFAB	0	0	0
RERG	0	0	0
TEX101	0	0	0
DSTYK	0	1	0
HJURP	0	0	0
TAS2R43	0	0	0
TAS2R31	0	0	0
RAB10	0	0	0
RAB14	0	0	0
SCARNA15	0	0	0
QDPR	1	0	0
PYHIN1	0	0	0
CELF3	0	0	0
CELF4	0	0	0
CELF5	0	0	0
CELF6	0	0	0
DRAXIN	0	0	0
TEKT3	0	0	0
ISM2	0	0	0
CAMSAP3	0	0	0
PLEKHA7	0	0	0
RGMB	0	0	0
RNF168	1	0	0
TJP3	0	0	0
URM1	0	0	0
CTU1	0	0	0
VTRNA1-1	0	0	0
VTRNA1-2	0	0	0
VTRNA1-3	0	0	0
MIR187	0	0	0
RIMBP3	0	0	0
RIMBP3B	0	0	0
RIMBP3C	0	0	0
RGPD1	0	0	0
RGPD2	0	0	0
RGPD3	0	0	0
RGPD4	0	0	0
RGPD5	0	0	0
RGPD6	0	0	0
GCC2	0	0	0
MYP15	0	1	0
PTS	1	1	0
DHX29	0	0	0
RESP18	0	0	0
ELP3	0	0	0
PLEKHH2	0	0	0
ALDOB	1	1	0
PPP6C	0	0	0
SLC9A8	0	0	0
CPOX	1	1	0
THOC5	0	0	0
TLX1NB	0	0	0
HLA-DRB3	0	0	0
SLC9C1	0	0	0
SPACA1	0	0	0
SNAI3	0	0	0
MIR181A1	0	0	0
MIR181A2	0	0	0
MIR181B1	0	0	0
MIR181B2	0	0	0
MIR181C	0	0	0
TFIP11	0	0	0
LYZL2	0	0	0
SPACA3	0	0	0
LYZL4	0	0	0
LYZL6	0	0	0
CXXC5	0	0	0
CCBE1	1	0	0
GLRX3	0	0	0
NAA25	0	0	0
TCAM1P	0	0	0
GPIHBP1	1	0	0
TAPT1	1	0	0
SNRK	0	0	0
SMARCAD1	0	1	0
SUPT7L	0	0	0
TADA1	0	0	0
ISY1	0	0	0
SFI1	0	0	0
BABAM1	0	0	0
DHX36	0	0	0
FNIP2	0	0	0
NEAT1	0	0	0
PISD	0	0	0
DUOXA1	0	0	0
DUOXA2	1	0	0
BCAM	1	1	0
TAS2R46	0	0	0
SETD2	0	1	0
DPYD	1	0	0
HYPK	0	0	0
CCNY	0	0	0
PUS10	0	0	0
FOXQ1	0	0	0
DFNB71	1	0	0
ARHGEF28	0	0	0
ZKSCAN3	0	0	0
PTDSS1	0	1	0
PTDSS2	0	0	0
EARS2	1	0	0
CARS2	1	0	0
IARS2	1	0	0
VARS2	1	0	0
NARS2	1	0	0
SARS2	1	0	0
TARS2	1	0	0
GPR89B	0	0	0
LRFN1	0	0	0
LRFN2	0	0	0
LRFN3	0	0	0
LRFN4	0	0	0
LRFN5	0	0	0
PFN3	0	0	0
SPATA18	0	0	0
ZDHHC13	0	0	0
UTP18	0	0	0
KRR1	0	0	0
NUSAP1	0	0	0
NOC4L	0	0	0
NPTN	0	0	0
GPR89A	0	0	0
UTP20	0	0	0
TAF1D	0	0	0
SEC14L3	0	0	0
SEC14L4	0	0	0
SGPP1	0	0	0
SGPP2	0	0	0
CEBPZ	0	0	0
RAB3C	0	0	0
DHRS3	0	0	0
HSD17B11	0	1	0
HSD17B14	0	0	0
DHRS7	0	0	0
PHLDB1	0	0	0
PLCH1	0	0	0
PLCH2	0	0	0
COQ9	1	0	0
TET2	0	0	0
RASD2	0	0	0
SENP3	0	0	0
SENP5	0	0	0
SENP7	0	0	0
SDHAF1	1	0	0
USP46	0	0	0
TUBB2B	0	1	0
SEC16A	0	0	0
SEC16B	0	0	0
ASTN2	0	0	0
PLAC9	0	0	0
TIGIT	0	0	0
QSOX2	0	0	0
NOP16	0	0	0
PLA2G4D	0	0	0
PIP5KL1	0	0	0
ALG14	1	0	0
ATRNL1	0	0	0
PHIP	0	0	0
NKAIN1	0	0	0
NKAIN3	0	0	0
NKAIN4	0	0	0
GNRHR2	0	0	0
SCA9	0	1	1
EXPH5	1	0	0
MAMDC2	0	0	0
SYTL2	0	1	0
SEPT11	0	0	0
LRRC8B	0	0	0
LRRC8C	0	0	0
LRRC8D	0	0	0
LRRC8E	0	0	0
NXN	0	0	0
RDM1	0	0	0
SEPT1	0	0	0
COQ4	1	0	0
TUBB1	1	1	0
LCN8	0	0	0
LCN9	0	0	0
LCN10	0	0	0
LCN12	0	0	0
RAB32	0	0	0
TRNT1	1	0	0
RAB6C	0	0	0
PHF23	0	0	0
NDUFAF3	1	1	1
TMEM97	0	0	0
MED29	0	0	0
MED20	0	0	0
LANCL2	0	0	0
TSPEAR	1	0	0
AVL9	0	0	0
ISOC2	0	0	0
PID1	0	0	0
PGAM2	1	0	0
MPRIP	0	1	0
HSPBP1	0	0	0
PRPF40A	0	0	0
RAB25	0	0	0
RNASET2	1	0	0
RAB4B	0	0	0
TACO1	1	0	0
ESRP1	0	0	0
ESRP2	0	0	0
DCTN5	0	0	0
DCTN6	0	0	0
RAB22A	0	0	0
TIGD7	0	0	0
NBPF17P	0	0	0
PDZD7	1	1	0
TIGD1	0	0	0
TIGD2	0	0	0
DEPTOR	0	0	0
DCUN1D4	0	0	0
CBLN3	0	0	0
SYS1	0	0	0
IMP3	0	0	0
IMP4	0	0	0
MIR210	0	0	0
MIR106B	0	0	0
MIR93	0	0	0
IRX3	0	0	0
EID3	0	0	0
NSMCE4A	0	0	0
TMEM126A	1	0	0
ASXL1	1	1	0
ASXL2	0	0	0
NBPF3	0	0	0
FILIP1L	0	0	0
RAB28	1	0	0
TRV-CAC1-2	0	0	0
TRK-CTT2-3	0	0	0
HTT	0	1	1
SEPSECS	1	0	0
RFK	0	0	0
UROC1	1	0	0
TAT	1	1	0
SDHAF2	0	1	1
OGDH	1	0	0
CEP170	0	0	0
PMPCA	1	0	0
INPP5E	1	0	0
CHD1L	0	0	0
CCDC26	0	0	0
FAM90A1	0	0	0
FAM90A3P	0	0	0
FAM90A5P	0	0	0
FAM90A7P	0	0	0
FAM90A8P	0	0	0
FAM90A9P	0	0	0
FAM90A10P	0	0	0
FAM90A12P	0	0	0
FAM90A13P	0	0	0
FAM90A14P	0	0	0
FAM90A15P	0	0	0
FAM90A18P	0	0	0
FAM90A19P	0	0	0
FAM90A20P	0	0	0
LUC7L2	0	0	0
MIR26A2	0	0	0
PKNOX2	0	0	0
PHF10	0	0	0
LOXHD1	1	1	0
KDM1B	0	0	0
ATP2C2	0	0	0
LTN1	1	0	0
MYT1L	0	1	0
GLC3C	0	0	0
SPG36	0	1	0
SRRM4	0	0	0
CACFD1	0	0	0
GM2A	1	0	1
BLCAP	0	0	0
CTSA	1	0	1
NF1	0	1	0
RETREG1	1	0	0
SNORD50A	0	0	0
NEXN	0	1	0
NRIP3	0	0	0
PSRC1	0	0	0
CHRDL2	0	0	0
STN1	0	0	0
CTC1	1	0	0
TEN1	0	0	0
MIR449A	0	0	0
MIR449B	0	0	0
TSPAN2	0	0	0
TSPAN3	0	0	0
TSPAN5	0	0	0
TSPAN9	0	0	0
TSPAN12	1	1	0
TSPAN13	0	0	0
TSPAN15	0	0	0
DTX2	0	0	0
DTX3	0	0	0
DTX3L	0	0	0
MIR184	0	1	0
MIR205	0	0	0
CDKN2B-AS1	0	0	0
VWF	1	1	0
PARK16	0	1	0
CANT1	1	0	0
DCLK2	0	0	0
DCLK3	0	0	0
SERPINF2	1	0	0
KLHDC8B	1	0	0
TSPAN1	0	0	0
RBM20	0	1	0
NEGR1	0	0	0
SMG8	0	0	0
SMG9	1	0	0
CTIF	0	0	0
BOLA1	0	0	0
BOLA2	0	0	0
BOLA3	1	0	0
TRIM68	0	0	0
MIR95	0	0	0
MIR100	0	0	0
MIR103A1	0	0	0
MIR103A2	0	0	0
MIR107	0	0	0
DNAAF1	1	0	0
DUSP13	0	0	0
ETAA1	0	0	0
TRAFD1	0	0	0
KMT5C	0	0	0
TAOK2	0	1	0
PDS5A	0	0	0
CHTF18	0	0	0
CHTF8	0	0	0
DSCC1	0	0	0
XPC	1	0	0
TMEM181	0	0	0
DPH7	0	0	0
AARSD1	0	0	0
CYB5R3	1	1	0
WDR72	1	0	0
CYB5A	1	0	0
TMEM18	0	0	0
MTCH2	0	0	0
GNPDA2	0	0	0
ZNF296	0	0	0
AGA	1	0	0
PEPD	1	0	0
KIF26A	0	0	0
RBM42	0	0	0
NCEH1	0	0	0
KCNJ18	0	1	0
PPP1R1C	0	0	0
PPP1R14C	0	0	0
PPP1R12C	0	0	0
PPP1R1A	0	0	0
PLIN4	0	0	0
PLIN5	0	0	0
EBLN1	0	0	0
EBLN2	0	0	0
PPP1R14D	0	0	0
PPP1R15B	1	0	0
C18orf54	0	0	0
RPTN	0	0	0
KPRP	0	0	0
PRTG	0	0	0
RSL24D1	0	0	0
SNHG5	0	0	0
SNORD50B	0	0	0
KCTD3	0	0	0
INIP	0	0	0
MOCOS	0	0	0
PPP1R16B	0	0	0
USB1	1	0	0
TMEM216	1	0	0
SLX4	1	0	0
ZC3H14	1	0	0
SNX20	0	0	0
GRXCR1	1	0	0
TRIM72	0	0	0
